checkin_id,checkin_date,rating,comment,user_location,beer_name,beer_style,beer_abv,brewery_name,brewery_country,venue_name
1599647613,2026-09-06,4.0,"","","Midus ""Avietė"" (Raspberry Mead)",Mead - Melomel,13.0,Šušvės Midus,Lithuania,
1599648328,2026-09-06,3.5,Airport beer 🤤😍,"",Bėganti Kopa (Running Dune),Wheat Beer - Witbier / Blanche,4.5,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Vilniaus oro uostas | Vilnius International Airport (VNO) (Tarptautinis Vilniaus oro uostas)
1599648412,2026-09-06,3.5,"A bit more west coast than new England, quite bitter. Good aroma and some complexity.","",Penki Mazgai,IPA - New England / Hazy,5.0,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Vilniaus oro uostas | Vilnius International Airport (VNO) (Tarptautinis Vilniaus oro uostas)
1599648755,2026-09-06,3.8,Pušų skonio,Vilnius,Forest,IPA - American,6.0,Nepo Brewing,Poland,Gourmet Panorama
1599648760,2026-09-06,4.3,Ananasinis 🍍,"",Mini Maxi Tropicale,Non-Alcoholic - Sour,0.5,PINTA,Poland,
1599649517,2026-09-06,2.5,"",Vilnius,Senču,Pilsner - Other,4.5,Tērvetes Alus,Latvia,
1599650743,2026-09-06,3.8,"","Vilnius, Lithuania",Brooklyn Special Effects Hoppy Lager,Non-Alcoholic - Lager,0.4,Brooklyn Brewery,United States,Gan bei city
1599651063,2026-09-06,4.5,Surf beer,"",Citywave,Lager - Other,5.0,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Citywave Vilnius
1599651377,2026-09-06,4.0,"","",Kirai Vagia Tik Geltoną,IPA - Fruited,6.0,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Citywave Vilnius
1599653045,2026-09-06,3.3,"","",Ekstra,Lager - Dortmunder / Export,5.2,Švyturys,Lithuania,Vilnius
1599653194,2026-09-06,3.3,"",Vilnius,Volynski Browar Collection: Yo!,Belgian Strong Golden Ale,7.5,Волинський бровар,Ukraine,Aquarius Brewery
1599655582,2026-09-06,4.0,Vilnius Days!,"",Imperial Porteris,Porter - Baltic,6.0,Volfas Engelman,Lithuania,
1599656170,2026-09-06,3.5,"",Vilnius,Sprite,Non-Alcoholic - Soda - Mass Market,0.0,The Coca-Cola Company,United States,Ali Barber shop
1599656450,2026-09-06,3.5,"","",Corona Extra,Lager - Mexican,4.5,Grupo Modelo,Mexico,Baozi
1599656930,2026-09-06,5.0,"","",Jovarų Šnekutis,Farmhouse Ale - Other,6.0,A. Udrienes I.Į. Jovarų Alus,Lithuania,
1599657110,2026-09-06,3.8,"",Bulgaria,Humulupu IPA,IPA - Session,5.0,Dundulis,Lithuania,Šnekutis
1599657532,2026-09-06,2.8,"","",Švyturio,Lager - Pale,5.0,Švyturys,Lithuania,Bernelių Užeiga
1599658702,2026-09-06,4.0,"",Bia?ystok,Bocmano Ūsai (Bosun’s Moustache),IPA - American,6.0,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Lukiškių kalėjimas 2.0
1599658818,2026-09-06,3.8,"",Stockholm,Penki Mazgai,IPA - New England / Hazy,5.0,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Vilniaus oro uostas | Vilnius International Airport (VNO) (Tarptautinis Vilniaus oro uostas)
1599659316,2026-09-06,2.5,"","",IPA,IPA - Other,6.0,Volfas Engelman,Lithuania,
1599660675,2026-09-06,2.8,"",Lell'ier Piffkaul,Bocmano Ūsai (Bosun’s Moustache),IPA - American,6.0,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Gastrobaras - kavinė NACIONALINĖ
1599661655,2026-09-06,4.0,"","",Ekstra,Lager - Dortmunder / Export,5.2,Švyturys,Lithuania,Užupio kavinė
1599661891,2026-09-06,3.5,"",Praha,Pilstomas,Lager - Pale,0.0,Vilkmerges Alus,Lithuania,Mason Gastropub
1599662947,2026-09-06,0.0,"","",1664 Blanc,Wheat Beer - Witbier / Blanche,5.0,Brasseries Kronenbourg,France,Brodvėjus pub'as
1599663085,2026-09-06,3.0,Гуляць нельга хоць пагляджу,"",Penki Mazgai,IPA - New England / Hazy,5.0,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Lukiškių kalėjimas 2.0
1599665183,2026-09-06,2.0,Ne tą įpylė...,"",Ekstra,Lager - Dortmunder / Export,5.2,Švyturys,Lithuania,Lukiškių kalėjimas 2.0
1599668084,2026-09-06,4.0,"","",Jovarų alus su medumi,Honey Beer,5.6,A. Udrienes I.Į. Jovarų Alus,Lithuania,Senoji Trobelė
1599668876,2026-09-06,4.0,Vilnius Days Festival,"",Bohemijos Tamsusis,Lager - Tmavé (Czech Dark),4.2,Volfas Engelman,Lithuania,
1599668981,2026-09-06,2.8,"",Minsk,DAB Original,Lager - Dortmunder / Export,5.0,Dortmunder Actien-Brauerei,Germany,
1599669349,2026-09-06,3.0,"","",Hanin Gali,IPA - New England / Hazy,5.5,OY Brewing,Faroe Islands,
1599669499,2026-09-06,4.0,"","",BERRY GALAXY,Sour - Smoothie / Pastry,5.0,Blech.Brut,Germany,Justės ir Bruknės urvelis
1599669796,2026-09-06,3.5,"",Vilnius,Nuogas Ruonis (Naked Seal),Bière de Champagne / Bière Brut,5.8,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Lukiškių kalėjimas 2.0
1599670938,2026-09-06,2.8,"",Ottawa,Ichiban (Ichiban Shibori) (一番搾り),Lager - Pale,5.0,Kirin Brewery Company,Japan,Istorijų Namai
1599671411,2026-09-06,3.8,very banana hefe! not unlike a primator. unusually light in body for a wheaty,"",Debesainis,Wheat Beer - Hefeweizen,4.5,Širvėnos bravoras DUNDULIS,Lithuania,Špunka
1599671865,2026-09-06,3.5,"","",Varniukų Tamsus,Dark Ale,5.2,Davra Alaus Darykla,Lithuania,Senoji Trobelė
1599672052,2026-09-06,2.8,"","",Bistrampolio Dvaro Šviesusis / Bistrampolio Dvaro Light / Muižas Gaišais Alus,Lager - Pale,5.0,Aukštaitijos Bravorai,Lithuania,One for All
1599672473,2026-09-06,3.0,crazy tart but good! closest number to a duchesse i've had,"",Vyšniokas,Wild Ale - Other,6.0,Dundulis,Lithuania,Špunka
1599672498,2026-09-06,2.5,"","",Vilkmergės Premium Lager,Lager - Helles,5.0,Vilkmerges Alus,Lithuania,Bernelių Užeiga
1599672547,2026-09-06,3.0,"","",Nealkoholinis,Non-Alcoholic - Lager,0.0,Volfas Engelman,Lithuania,
1599672581,2026-09-06,4.5,love her my bacon queen,"",Aecht Schlenkerla Rauchbier – Märzen,Rauchbier,5.1,"Schlenkerla (""Heller-Bräu"" Trum)",Germany,
1599673044,2026-09-06,3.3,look so far as pilsner go this is it. not my fav in the world! clean af in cz,"",Pilsner Urquell,Pilsner - Czech / Bohemian,4.4,Plzeňský Prazdroj,Czech Republic,
1599673227,2026-09-06,3.5,I like her more than PU🤫,"",Bohemian Lager (Světlý ležák 12),Pilsner - Czech / Bohemian,4.9,Bernard Family Brewery,Czech Republic,
1599673277,2026-09-06,2.5,"","",Bernelių Užeigos Gyvas Alus,Pale Ale - American,5.0,Bernelių Užeiga,Lithuania,Bernelių Užeiga
1599673331,2026-09-06,2.0,sorta like if corona was more mid,"",Kayaki,Lager - Pale,4.7,Global Beer Georgia,Georgia,
1599674394,2026-09-06,2.0,"","",Bernelių Užeigos Gyvas Alus,Pale Ale - American,5.0,Bernelių Užeiga,Lithuania,Bernelių Užeiga
1599674713,2026-09-06,1.5,another very mid georgian beer but u had to live on this ygm,"",Natakhtari Gold / Натахтари / ნატახტარი,Lager - Pale,5.0,Natakhtari Brewery,Georgia,
1599675134,2026-09-06,1.5,fr this was another corona type deal and it was pretty ass but so cheap lots a luv,"",Gyumri Gold,Lager - Helles,4.5,Gyumri Beer,Armenia,
1599675522,2026-09-06,3.8,"slyly I luv this, definitely on the sweeter end a touch caramel but with the body to justify it","",Klostermann polotmavý ležák,Lager - Polotmavé (Czech Amber),5.1,Pivovar Strakonice,Czech Republic,
1599675690,2026-09-06,3.0,fire if served ice cold otherwise it's sorta the same deal as all plzens,"",Kozel Premium Lager / Kozel 11,Pilsner - Czech / Bohemian,4.6,Pivovar Velké Popovice,Czech Republic,
1599675778,2026-09-06,3.0,"","",Klikkhaze,IPA - New England / Hazy,5.0,OY Brewing,Faroe Islands,
1599676029,2026-09-06,3.5,"","",Pilla Av Snar,Pilsner - Other,4.4,OY Brewing,Faroe Islands,
1599676123,2026-09-06,3.0,honestly hit the spot every time. at the brewery,"",Siren,Blonde / Golden Ale - Other,5.2,Crosstown Brewing Company,United States,
1599677224,2026-09-06,3.3,"underrated of the big 4 in cz, FOR ME, but only because they're so similar to one another besides PU","",Gambrinus Patron 12 / Plná 12 / Premium 12,Pilsner - Czech / Bohemian,5.2,Plzeňský Prazdroj,Czech Republic,
1599677341,2026-09-06,3.3,sure why not,"",Radegast Ryze hořká 12,Pilsner - Czech / Bohemian,5.1,Radegast,Czech Republic,
1599677629,2026-09-06,3.5,In a thousand years archaeologists will be stumbling upon odes to guinness,"",Guinness Draught,Stout - Irish Dry,4.2,Guinness,Ireland,
1599677857,2026-09-06,3.0,lighter than the big 4 but still good!,"",Svijanský Máz,Pilsner - Czech / Bohemian,4.8,Svijany,Czech Republic,
1599678049,2026-09-06,3.5,fr love this like 90% because the label and the glass is so good,"",Ježek 11 Jedenáctka,Pilsner - Czech / Bohemian,4.8,Pivovar Jihlava,Czech Republic,
1599678482,2026-09-06,3.0,"","",Gull,Lager - Dortmunder / Export,5.8,Föroya Bjór,Faroe Islands,
1599678769,2026-09-06,4.0,fantastic. have woken up on the street after a night of this @ the blue,"",Special Ale,Bitter - Extra Special / Strong (ESB),6.6,Spingo Ales (The Blue Anchor),England,
1599678991,2026-09-06,4.0,yoooooo i'm a whore for smoke,"",Moko Maukas Akmeninis,Historical Beer - Steinbier,6.4,Dundulis,Lithuania,Špunka
1599679170,2026-09-06,3.5,pleasant apa? who knew! I kid,"",Simkala APA,Pale Ale - American,5.0,Širvėnos bravoras DUNDULIS,Lithuania,Špunka
1599680090,2026-09-06,2.3,not great but any beer is improved with a swing top,"",Kaon Lager,Lager - Pale,4.4,Kaon,Albania,
1599680418,2026-09-06,1.8,">traditional blonde
>brunette","",Korça Bjonde,Pilsner - Other,4.1,Birra Korça,Albania,
1599680901,2026-09-06,2.5,threw back a pint and the guy at the bar (in bosnia) said we have a litre jug if you want. +1,"",Krombacher Pils,Pilsner - German,4.8,Krombacher Gruppe,Germany,
1599681336,2026-09-06,4.0,"",Vilnius,Volfas Engelman BMI Alumni Special Edition Gelato Blueberry Ale,Fruit Beer,0.0,Volfas Engelman,Lithuania,
1599681514,2026-09-06,2.8,fabrika my love. one of the better georgian beers,"",Taati NEIPA,IPA - New England / Hazy,6.0,Natakhtari Brewery,Georgia,
1599681668,2026-09-06,3.3,actually a touch too lemony for my taste but w/ever i'm happy for them,"",Lightbulb,Pale Ale - XPA (Extra Pale),4.5,Verdant Brewing Co,England,
1599681870,2026-09-06,4.3,drinking this pissed me off because it was like my eyes rolled back and suddenly j get why people are so annoying about IPAs,"",Sundialer,Pale Ale - New England / Hazy,5.0,Verdant Brewing Co,England,
1599683204,2026-09-06,4.3,probably the most fanciest beer I ever had at gulden draak in prag because some saudi guys got interested in our conversation (I didn't buy,"",Fourchette Grand Cru Sauvignon Blanc,Belgian Tripel,7.5,Brouwerij Van Steenberge,Belgium,
1599683368,2026-09-06,3.8,"appropriately named, icon","",Duchesse de Bourgogne,Sour - Flanders Red Ale,6.2,Brouwerij Verhaeghe,Belgium,
1599683485,2026-09-06,3.3,"",Deutschland ,Amstel,Lager - Pale,5.0,Amstel Bier,Netherlands,Dėvėti
1599683611,2026-09-06,1.8,what if a boring lager had 0.6% more flavour,"",Birra Moretti L'Autentica / Ricetta Originale,Lager - Pale,4.6,Birra Moretti,Italy,
1599684178,2026-09-06,4.0,so solid so reliable so lovable and easy. one of like four good things the uk still lets happen,"",Duvel,Belgian Strong Golden Ale,8.5,Duvel Moortgat,Belgium,
1599684305,2026-09-06,3.5,it's alright but I just want a normal one yk,"",Duvel Tripel Hop Citra,IPA - Belgian,9.5,Duvel Moortgat,Belgium,
1599684538,2026-09-06,3.3,"","",Gubernija Baltas / Wheat Hefeweizen,Wheat Beer - Hefeweizen,4.8,Gubernija Brewery,Lithuania,
1599684550,2026-09-06,3.8,love a belgian that pretends to be a wine,"",La Goudale - Blonde à l'Ancienne,Farmhouse Ale - Bière de Garde,7.2,Brasserie Goudale,France,
1599684768,2026-09-06,3.3,yeah,"",Lager Hell,Lager - Helles,4.9,Ayinger Privatbrauerei,Germany,
1599684910,2026-09-06,3.8,what if I was unconscious,"",Weihenstephaner Hefeweissbier,Wheat Beer - Hefeweizen,5.4,Bayerische Staatsbrauerei Weihenstephan,Germany,
1599685270,2026-09-06,4.5,"",Deutschland ,KOTU NORI,Hard Kombucha / Jun,5.0,DĖVĖTI,Lithuania,Dėvėti
1599685314,2026-09-06,3.3,"","",Radler Orange,Shandy / Radler,2.0,Maxima LT,Lithuania,Maxima XXX
1599685864,2026-09-06,3.5,weird but i'm Into it? doesn't hit like the reg on tap,"",Weihenstephaner Vitus,Bock - Weizenbock,7.7,Bayerische Staatsbrauerei Weihenstephan,Germany,
1599686020,2026-09-06,3.0,it's ok but like also fuck u,"",Neck Oil,IPA - Session,4.3,Beavertown,England,
1599686227,2026-09-06,1.8,what if I lived in a pizza restaurant. definition of mid,"",Nastro Azzurro,Lager - Pale,5.1,Birra Peroni,Italy,
1599686338,2026-09-06,3.8,"",Holsbeek,It's Coming Home (Final Eight - England),IPA - New England / Hazy,6.2,Funky Fluid,Poland,Local Pub
1599686392,2026-09-06,2.5,honestly maybe it's just orientalism but a notch above the regular shit,"",Singha,Lager - Pale,5.0,Boon Rawd Brewery,Thailand,
1599686505,2026-09-06,1.5,sadly pretty ass,"",Tsingtao,Lager - Pale,4.7,Tsingtao (青岛啤酒) Brewery,China / People's Republic of China,
1599687235,2026-09-06,3.3,honestly remember this being lots of fun,"",Gorkha Beer,Lager - Pale,5.0,Gorkha Brewery,Nepal,
1599687255,2026-09-06,3.3,"","",7 Fridays APA,Pale Ale - American,5.5,7 Fridays,Lithuania,7 Fridays
1599687999,2026-09-06,3.5,"",Vilnius,Dr Pepper,Non-Alcoholic - Soda - Mass Market,0.0,Dr Pepper,United States,Golfin
1599688317,2026-09-06,5.0,"","",English Porter,Porter - English,5.4,Bear & Boar,Lithuania,
1599688819,2026-09-06,1.5,soooooooo mid like slovakia u deserve better,"",Golden Pheasant,Pilsner - Czech / Bohemian,4.6,Heineken Slovensko,Slovakia,
1599689306,2026-09-06,4.3,"",Bulgaria,English Porter,Porter - English,5.4,Bear & Boar,Lithuania,Alaus Biblioteka
1599689795,2026-09-06,3.8,"","",Juodaragio Regyklos Kadaginė IPA,IPA - Farmhouse,5.0,Dundulis,Lithuania,Alaus kolonėlė
1599690370,2026-09-06,2.3,"","",Imperial Kvass,Kvass,0.5,Volfas Engelman,Lithuania,
1599690599,2026-09-06,4.3,"",Deutschland ,Kurkas Keptinis,Historical Beer - Keptinis,5.3,Dundulis,Lithuania,Beer House
1599692445,2026-09-06,3.5,"",Casa di Alex,Franken,Kellerbier / Zwickelbier,4.7,:Belike brewing,Lithuania,Local Pub
1599692599,2026-09-06,3.5,"","",Ponury Piwowar,IPA - New England / Hazy,5.7,Kultowy Browar Staropolski,Poland,
1599693231,2026-09-06,4.5,It really is a successful marriage between a smoothie beer and a Gose.,"",Mango X Pineapple Gose,Sour - Fruited Gose,4.5,Ārpus Brewing Co.,Latvia,Untappd at Home
1599693941,2026-09-06,3.8,Lekker,Netherlands,7fcraft New England Ipa,IPA - New England / Hazy,5.0,7Fcraft,Lithuania,7 Fridays
1599694276,2026-09-06,5.0,"","",Alaus Biblioteka | 400 (Bourbon Barrel Aged 2024),Stout - Imperial / Double Milk,11.5,Alaus Biblioteka ,Lithuania,
1599695544,2026-09-06,4.0,"",Holsbeek,HyperBoost: Citra,IPA - Imperial / Double New England / Hazy,8.1,Funky Fluid,Poland,Local Pub
1599695549,2026-09-06,3.5,"","",Franken,Kellerbier / Zwickelbier,4.7,:Belike brewing,Lithuania,Local Pub
1599695601,2026-09-06,4.8,"",Bulgaria,Alaus Biblioteka | 400 (Bourbon Barrel Aged 2024),Stout - Imperial / Double Milk,11.5,Alaus Biblioteka ,Lithuania,Alaus Biblioteka
1599696002,2026-09-06,3.3,"","",Free Plum (S čistou hlavou Švestka),Non-Alcoholic - Fruit Beer,0.5,Bernard Family Brewery,Czech Republic,
1599697591,2026-09-06,4.5,"",Vilnius,The Doorway Effect,IPA - Imperial / Double New England / Hazy,8.0,Verdant Brewing Co,England,Nisha Craft Capital
1599699881,2026-09-06,4.0,"","",1410 Lager/Šviesusis,Lager - Pale,5.3,Volfas Engelman,Lithuania,LFF Stadionas
1599700457,2026-09-06,0.0,"Geny vakar nebuvau, tai bent iš skardos paragausiu.",Vilnius,Hazy Baltic IPA,IPA - New England / Hazy,6.6,Genys Brewing Co.,Lithuania,Baltic Beauty School
1599700572,2026-09-06,3.8,"",Bulgaria,Märzen,Märzen,5.5,Brauerei Wagner Merkendorf,Germany,Alaus Biblioteka
1599700636,2026-09-06,3.3,"used to be my honey but also quite middle of the cz range, on the lighter edge","",Světlý ležák 11°,Pilsner - Czech / Bohemian,4.3,Krakonoš,Czech Republic,
1599700950,2026-09-06,0.8,at my 18th birthday party (3 of us) my friend brought a 24-pack of these and it was ass,"",Coors Light,Lager - American Light,4.2,Coors Brewing Company,United States,
1599701105,2026-09-06,2.8,satisfying if predictable,"",Affligem Blonde,Belgian Blonde,6.7,Affligem Brouwerij,Belgium,
1599701510,2026-09-06,3.8,"","",Nuta,Pale Ale - New England / Hazy,5.2,Browar Cztery Ściany / Four Walls Brewery,Poland,Local Pub
1599701810,2026-09-06,4.5,"",Bulgaria,Oude Kriek (Vieille),Lambic - Kriek,6.0,Oud Beersel,Belgium,Alaus Biblioteka
1599701836,2026-09-06,3.3,"","",7fcraft New England Ipa,IPA - New England / Hazy,5.0,7Fcraft,Lithuania,7 Fridays
1599702164,2026-09-06,3.5,Mead week dus tsja…,Casa di Alex,"Midus ""Medkopio"" (Apple Bochet Session Mead)",Mead - Bochet,6.8,Šušvės Midus,Lithuania,Local Pub
1599704104,2026-09-06,2.8,"","","Midus ""Medkopio"" (Apple Bochet Session Mead)",Mead - Bochet,6.8,Šušvės Midus,Lithuania,Local Pub
1599704631,2026-09-06,3.8,"",Lell'ier Piffkaul,ABRAKADABRA [ Drumstasis IPA ],IPA - New England / Hazy,5.4,Dundulis,Lithuania,Špunka
1599705033,2026-09-06,0.3,I think this might be the worst beer in the world,"",Desperados Original,Lager - Other,5.9,Desperados NL,Netherlands,
1599705291,2026-09-06,2.5,what happened to this? I feel it used to be everywhere and had a bit more character than your typical lager. guinness mode,"",Hop House 13 Lager,Lager - Pale,4.1,Guinness,Ireland,
1599705462,2026-09-06,2.0,"5.8%, bet skonis kaip 12.8%.

Saldus, anyžiai limpa prie pagurklio. Aš iš tokių natų daug nesugročiau alaus",Vilnius,Svart Salt,Porter - Other,5.8,OY Brewing,Faroe Islands,Untappd at Home
1599705825,2026-09-06,4.0,"",Deutschland ,Cactus Lychee,IPA - Milkshake,5.0,Bear & Boar,Lithuania,Beer House
1599705986,2026-09-06,4.0,"",Holsbeek,"Midus ""Radvilų"" (Cherry Mead) ",Mead - Melomel,13.0,Šušvės Midus,Lithuania,Local Pub
1599706305,2026-09-06,4.0,Very enjoyable,Bulgaria,Kiečių Gruit,Historical Beer - Gruit / Ancient Herbed Ale,5.6,Dundulis,Lithuania,Alaus Biblioteka
1599706978,2026-09-06,2.0,boring!!!!,"",Mythos,Lager - Pale,5.0,Olympic Brewery,Greece,
1599706993,2026-09-06,3.5,"",Vilnius,X Years of Nisha,IPA - New England / Hazy,6.5,Browar Rockmill,Poland,Nisha Craft Capital
1599707179,2026-09-06,2.8,"the most reviled of the czech mains, but still not bad when poured properly","",Staropramen Premium / Ležák 12,Pilsner - Czech / Bohemian,5.0,Pivovary Staropramen,Czech Republic,
1599708707,2026-09-06,3.8,Lekker,Netherlands,7 Fridays APA,Pale Ale - American,5.5,7 Fridays,Lithuania,7 Fridays
1599711660,2026-09-06,4.0,"",Deutschland ,"Midus ""Bičiulių"" (Strawberry & Elderflower Session Mead)",Mead - Session / Short,7.2,Šušvės Midus,Lithuania,Local Pub
1599711815,2026-09-06,4.8,"","",Strawberry Vanilla Sour,Sour - Fruited,6.0,Dūmų Brewery,Lithuania,
1599711961,2026-09-06,4.0,"","",Grape X Red Currant X Strawberry X Peanut Butter Fruited Gose,Sour - Fruited Gose,4.5,Ārpus Brewing Co.,Latvia,Nisha Craft Capital
1599712164,2026-09-06,3.3,"","",Grape X Red Currant X Strawberry X Peanut Butter Fruited Gose,Sour - Fruited Gose,4.5,Ārpus Brewing Co.,Latvia,Nisha Craft Capital
1599712577,2026-09-06,3.8,"","",Always Remember IPA with Vanilla,IPA - American,5.3,Magic Road,Poland,
1599712676,2026-09-06,2.8,"",Lell'ier Piffkaul,Špunka Pils,Pilsner - Czech / Bohemian,4.8,Dundulis,Lithuania,Špunka
1599712685,2026-09-06,3.3,"","",Angry Rooster,Stout - Imperial / Double Pastry,11.0,Seven Island Brewery,Greece,Nisha Craft Capital
1599713129,2026-09-06,3.3,"","",Angry Rooster,Stout - Imperial / Double Pastry,11.0,Seven Island Brewery,Greece,Nisha Craft Capital
1599713149,2026-09-06,3.3,"","",Free Gelato: Berries & Cream,Non-Alcoholic - Sour,0.5,Funky Fluid,Poland,Local Pub
1599713244,2026-09-06,3.3,"","",Ekstra,Lager - Dortmunder / Export,5.2,Švyturys,Lithuania,Katpėdėlė
1599714658,2026-09-06,3.3,"","",Popp Alkoholivaba Siider & Ananass,Non-Alcoholic - Cider / Perry,0.0,Tori Jõesuu Siidri- Ja Veinitalu,Estonia,Local Pub
1599714751,2026-09-06,3.3,"",Lell'ier Piffkaul,Simkala APA,Pale Ale - American,5.0,Širvėnos bravoras DUNDULIS,Lithuania,Špunka
1599714807,2026-09-06,3.3,also more or less distrusted in cz but I like it (when frosty,"",Budweiser Budvar / Czechvar Original,Pilsner - Czech / Bohemian,5.0,Budějovický Budvar,Czech Republic,
1599715267,2026-09-06,3.8,"","",Gedimino,Lager - Helles,5.0,Volfas Engelman,Lithuania,Fat Cloud Restaurant
1599716528,2026-09-06,3.8,"","",Marine.,IPA - New England / Hazy,6.4,Moon Lark Brewery,Poland,Local Pub
1599718034,2026-09-06,3.0,"",Deutschland ,"Midus ""Medkopio"" (Apple Bochet Session Mead)",Mead - Bochet,6.8,Šušvės Midus,Lithuania,Local Pub
1599718701,2026-09-06,4.5,"",Vilnius,Ārpus X Mortalis Brewing Co. Alphonso Mango X Coconut X Sticky Rice X Pineapple Smoothie Sour Ale,Sour - Smoothie / Pastry,4.5,Ārpus Brewing Co.,Latvia,Nisha Craft Capital
1599719681,2026-09-06,2.5,"","",Bačkorių 5.2%,Lager - Pale,5.2,Vilniaus Alus,Lithuania,Rūsio Aidai
1599720072,2026-09-06,0.0,"","",Anarkist New England IPA,IPA - New England / Hazy,5.4,Theodor Schiøtz Brewing Company,Denmark,Grill London
1599720194,2026-09-06,2.8,"like it's okay but also secretly overrated, much lighter than it should be maybe I want a porter here, but hardly offensive","",Newcastle Brown Ale,Brown Ale - English,4.7,John Smith’s,England,
1599720222,2026-09-06,4.0,"","",Flux: Phase 5,IPA - New England / Hazy,6.5,Verdant Brewing Co,England,Nisha Craft Capital
1599720728,2026-09-06,2.3,who can argue with juicy T,"",Lager,Lager - Pale,4.0,Tennent's Caledonian Brewery,Scotland,
1599723031,2026-09-06,4.8,"",Vilnius ,Gutstoutas,Stout - Oatmeal,5.0,Širvėnos bravoras DUNDULIS,Lithuania,Špunka
1599727834,2026-09-06,3.5,"","",üpa,IPA - American,5.1,hübris,Hungary,
1599727965,2026-09-06,3.8,Heerlijk,Netherlands,Balta Pinta,Wheat Beer - Hefeweizen,5.0,Volfas Engelman,Lithuania,
1599728548,2026-09-06,3.5,"","",Lucky You,IPA - American,6.5,PINTA,Poland,
1599730916,2026-09-06,4.3,"Labai skanus kompotas. Nei pridursi nei atimsi. Ir dar už juokingą kainą. Tai tik žviegti noris, kaip kokiam kuinui nuo lenciūgo nutrūkusiam.",Vilnius. Lithuania.,"Gelato: Passion Fruit, Mango & Peach",Sour - Smoothie / Pastry,5.5,Funky Fluid,Poland,Satyrikon'o Būdelė
1599731367,2026-09-06,3.5,"","",Balta Pinta,Wheat Beer - Hefeweizen,5.0,Volfas Engelman,Lithuania,Balzac
1599731619,2026-09-06,2.5,"","",Tradiciškas,Lager - Pale,6.0,Volfas Engelman,Lithuania,Balzac
1599731846,2026-09-06,4.8,"","",Gelato: Polish Garden,Sour - Smoothie / Pastry,5.5,Funky Fluid,Poland,
1599732606,2026-09-06,3.8,honestly this surprised and delighted me. great,"",Bowscale Pale,Pale Ale - English,3.4,Hesket Newmarket Brewery,England,
1599732900,2026-09-06,3.5,"","",Paris Delight,IPA - Fruited,5.2,TankBusters.Co,Poland,
1599736238,2026-09-06,4.3,"",Vilnius ,Catnip,IPA - New England / Hazy,7.5,Noctem Artisans Brasseurs,Canada,Nisha Craft Capital
1599736569,2026-09-06,4.0,"","",Ārpus X Mortalis Brewing Co. Alphonso Mango X Coconut X Sticky Rice X Pineapple Smoothie Sour Ale,Sour - Smoothie / Pastry,4.5,Ārpus Brewing Co.,Latvia,Nisha Craft Capital
1599736594,2026-09-06,4.3,"Super. Sweet and malty. A little thin, but flavorful.","Arden, NC",La Birra Dubbel,Brown Ale - Belgian,5.0,La Birra Pub,Lithuania,La Birra
1599737234,2026-09-06,3.5,"","","#YearoftheLager",Lager - Světlé (Czech Pale),4.6,Mikkeller,Denmark,Nisha Craft Capital
1599737353,2026-09-06,3.5,Prima,Netherlands,Tradiciškas,Lager - Pale,6.0,Volfas Engelman,Lithuania,
1599737481,2026-09-06,3.8,"","",7 Year Anniversary Bloody Mary Smoothie Sour Ale,Sour - Smoothie / Pastry,6.0,Ārpus Brewing Co.,Latvia,Nisha Craft Capital
1599738322,2026-09-06,3.5,"","",Kanapinis Tamsusis / Kanapinis Dark,Kellerbier / Zwickelbier - Dunkel,5.3,Aukštaitijos Bravorai,Lithuania,
1599740737,2026-09-06,4.3,"","",Gelato: Polish Garden,Sour - Smoothie / Pastry,5.5,Funky Fluid,Poland,
1599744394,2026-09-06,3.8,ビリニュスの公演は終了。明日からはシャウレイへ。打上げのビアバーにて。草感つよいラガー。,Tokyo,Lager,Lager - Mexican,4.5,Bear & Boar,Lithuania,Beer House
1599745419,2026-09-06,2.8,"",Casa di Alex,Vilkmergės Premium Lager,Lager - Helles,5.0,Vilkmerges Alus,Lithuania,OlyBet Sporto baras ir grilis
1599745517,2026-09-06,2.8,"","",Bohemijos Tamsusis,Lager - Tmavé (Czech Dark),4.2,Volfas Engelman,Lithuania,Balzac
1599745794,2026-09-06,3.0,"","",Extra Premium,Lager - Dortmunder / Export,5.2,Vienas Brewery,Lithuania,
1599746538,2026-09-06,3.3,"","",Beck's,Pilsner - German,4.9,Brauerei Beck,Germany,
1599746604,2026-09-06,2.8,"","",Vilkmergės Premium Lager,Lager - Helles,5.0,Vilkmerges Alus,Lithuania,OlyBet Sporto baras ir grilis
1599748093,2026-09-06,3.8,"",Tychy,Pineapple Breeze,IPA - Milkshake,5.5,Bear & Boar,Lithuania,Alaus Biblioteka
